date,S_USDJPY,S_USDTRY,S_TRYJPY,PPP_JPY,PPP_TRY,d_USDJPY,d_USDTRY,m_USD,m_JPY,m_TRY,D_mTRY,pct_TRYJPY
2024-08,146.33,33.68,4.344714964370547,93.08,11.058,0.4524050066702442,1.1137500414583847,-0.5220516827095429,-0.22044834492938015,0.22044834492938023,0.021765875998098483,-48.38433812203533
2024-09,143.15,34.06,4.202877275396359,93.11,11.431000000000001,0.43011144164368564,1.0917947121909009,-0.5073020512781955,-0.22056109018240502,0.2205610901824051,0.00011274525302487626,-48.40179343243929
2024-10,149.67,34.26,4.368651488616462,93.14,11.804,0.47432913298682444,1.065540035815281,-0.5132897229340351,-0.19707030094281883,0.19707030094281883,-0.02349078923958628,-44.634354550538205
2024-11,153.5,34.46,4.454439930354034,93.17,12.177,0.4992747855649182,1.0402503045749132,-0.5131750300466105,-0.18032517300333165,0.18032517300333165,-0.01674512793948718,-41.78199524318872
2024-12,153.8,34.99,4.395541583309517,93.2,12.55,0.5009053353799982,1.0253416408018037,-0.5087489920606006,-0.1748121018072685,0.1748121018072685,-0.005513071196063146,-40.811108508010264
2025-01,156.69,35.52,4.4113175675675675,93.22666666666667,12.88,0.519235527317256,1.0144201974477618,-0.5112185749216726,-0.16506155671016862,0.16506155671016862,-0.009750545097099883,-39.054165184921764
2025-02,151.86,36.17,4.198507050041471,93.25333333333333,13.21,0.48763923969807704,1.0072559274297725,-0.49829838904261653,-0.17320556257723185,0.17320556257723183,0.008144005867063209,-40.52515213284833
2025-03,149.18,37.09,4.022108385009436,93.28,13.540000000000001,0.46954790792483503,1.0076991240173705,-0.4924156773140685,-0.1793837386975118,0.1793837386975118,0.006178176120279988,-41.61733755035617
2025-04,144.35,38.13,3.7857330186205083,93.30666666666667,13.870000000000001,0.43634934671762104,1.0112731395427321,-0.4825408287534511,-0.19164126427503705,0.191641264275037,0.012257525577525186,-43.72522474106911
2025-05,144.71,38.83,3.7267576616018547,93.33333333333333,14.200000000000001,0.4385544252487615,1.005951179136361,-0.4815018681283741,-0.18913225129586644,0.1891322512958665,-0.0025090129791704996,-43.30004414848606
2025-06,144.58,39.48,3.66210739614995,93.36,14.530000000000001,0.43736999959385064,0.9995787369830891,-0.47898291219231326,-0.1874029124630795,0.18740291246307947,-0.0017293388327870307,-43.00511946651802
2025-07,146.81,40.24,3.6483598409542743,93.38666666666667,14.860000000000001,0.45239065388193694,0.9961884865018708,-0.48285971346126927,-0.18126594420664463,0.18126594420664457,-0.006136968256434894,-41.94607306191407
2025-08,147.51,40.86,3.610132158590308,93.41333333333333,15.190000000000001,0.4568618798708361,0.9895142727817944,-0.4821253842175435,-0.17755079763698609,0.1775507976369861,-0.003715146569658462,-41.29541733265759
2025-09,147.95,41.35,3.5779927448609428,93.44,15.520000000000001,0.4595548597663016,0.9799429067146275,-0.4798325888269764,-0.17346268231610865,0.1734626823161086,-0.004088115320877522,-40.57101091583707
2025-10,151.09,41.85,3.610274790919952,93.46666666666667,15.850000000000001,0.4802708192594243,0.9709222966121948,-0.48373103862387296,-0.16355049245092346,0.16355049245092354,-0.00991218986518505,-38.777258805904516
2025-11,154.34,42.2,3.6573459715639807,93.49333333333333,16.18,0.5012678285246425,0.9586443094116205,-0.48663737931208767,-0.15245882696232602,0.15245882696232602,-0.011091665488597524,-36.70579953661023
