base_month,target_month,ref_month,USDJPY_pred_center_min,USDJPY_pred_center_max,USDJPY_pred_center_mid,USDJPY_pred_risk_lower,USDJPY_pred_risk_upper,USDJPY_actual,USDJPY_error_pct,USDTRY_pred_center_min,USDTRY_pred_center_max,USDTRY_pred_center_mid,USDTRY_pred_risk_lower,USDTRY_pred_risk_upper,USDTRY_actual,USDTRY_error_pct,TRYJPY_pred_center_min,TRYJPY_pred_center_max,TRYJPY_pred_center_mid,TRYJPY_pred_risk_lower,TRYJPY_pred_risk_upper,TRYJPY_actual,TRYJPY_error_pct
2024-08,2024-09,2024-07,135.5991810251656,143.4493911334285,139.52428607929704,132.37072296092944,146.67784919766464,143.15,-2.532807489139339,31.14893212477515,34.428798222056194,32.78886517341567,31.107744107049015,34.46998623978233,34.06,-3.7320458795781852,3.9385394793796893,4.605274767006607,4.271907123193149,4.052881761370489,4.490932485015809,4.202877275396359,1.6424426237922851
2024-09,2024-10,2024-08,140.03909227555036,141.19168996644325,140.6153911209968,133.40588585087986,147.82489639111375,149.67,-6.049715292980012,33.5223475738168,34.5827724523304,34.0525600130736,32.30664792679296,35.79847209935424,34.26,-0.6054874107600573,4.070003153082092,4.193980951687197,4.1319920523846445,3.9201402896418656,4.343843815127423,4.368651488616462,-5.41721940622841
2024-10,2024-11,2024-09,148.20869948080698,156.486947788904,152.3478236348555,144.5367836865953,160.1588635831157,153.5,-0.7506034952081423,34.426764028662525,36.67762833918578,35.55219618392415,33.72939610699886,37.37499626084944,34.46,3.169460777493186,4.040847410039958,4.54550266933652,4.293175039688239,4.073059248469242,4.513290830907236,4.454439930354034,-3.6203180015265666
2024-11,2024-12,2024-10,151.61134343718328,157.42799196293305,154.51966770005816,146.59727492541725,162.44206047469908,153.8,0.4679243823525052,34.62864531814343,35.951005897090546,35.28982560761699,33.48047755779577,37.09917365743821,34.99,0.8568894187396058,4.217165546665633,4.5461781861980555,4.381671866431844,4.1570187458799035,4.606324986983785,4.395541583309517,-0.31554056797773705
2024-12,2025-01,2024-11,152.36390757965873,154.09506066071103,153.22948412018488,145.37324047221043,161.08572776815933,156.69,-2.2085109961166123,35.378655903006006,35.580317807649514,35.479486855327764,33.660414665396374,37.298559045259154,35.52,-0.11405727666734043,4.286644447806135,4.355593979691526,4.321119213748831,4.099570694088425,4.542667733409236,4.4113175675675675,-2.044703253329209
2025-01,2025-02,2024-12,156.0738669323846,159.6342918802734,157.854079406329,149.76072768773852,165.94743112491946,151.86,3.947108788574331,36.034358015223326,36.99317251898909,36.51376526710621,34.641664489044885,38.38586604516753,36.17,0.9504154467962588,4.218991135520204,4.430057885666597,4.324524510593401,4.102801397630288,4.546247623556513,4.198507050041471,3.0014826472825678
2025-02,2025-03,2025-01,147.17887366264895,150.38561084290183,148.7822422527754,141.1540135711924,156.41047093435841,149.18,-0.26662940556683373,35.332583601970235,36.80890961210848,36.070746607039354,34.2213598813947,37.92013333268401,37.09,-2.7480544431400635,3.998457852015091,4.256286846640787,4.127372349327939,3.9157574438258096,4.338987254830069,4.022108385009436,2.6171339566786984
2025-03,2025-04,2025-02,146.54728421713443,148.81734920851713,147.68231671282578,140.11048241960796,155.2541510060436,144.35,2.308497895965214,37.102149766975224,38.01080855467999,37.55647916082761,35.630917298228674,39.48204102342654,38.13,-1.5041196936071224,3.855410863105441,4.011016885630171,3.933213874367806,3.731553686747579,4.134874061988033,3.7857330186205083,3.8957014406958526
2025-04,2025-05,2025-03,139.67636947348387,143.93707784923706,141.80672366136048,134.53613746575064,149.07730985697032,144.71,-2.006272088065461,37.458314530045925,39.1769717835175,38.31764315678171,36.35305558158826,40.28223073197517,38.83,-1.3194871058930853,3.5652671228726365,3.842593551126887,3.703930336999762,3.5140257677213675,3.8938349062781565,3.7267576616018547,-0.6125250599815211
2025-05,2025-06,2025-04,144.29170110286708,145.07088597528173,144.6812935390744,137.2633249942247,152.09926208392412,144.58,0.07006054715340333,39.5214948103222,39.673037247306425,39.59726602881432,37.56707078602391,41.62746127160472,39.48,0.2970264154364756,3.6370217940060456,3.670683173081605,3.653852483543825,3.4665154607162747,3.8411895063713755,3.66210739614995,-0.22541426870231707
2025-06,2025-07,2025-05,143.97978106093308,144.46287808010126,144.22132957051718,136.82694388262885,151.61571525840552,146.81,-1.7632793607266655,40.09943215965262,40.2076780164457,40.15355508804916,38.0948382952898,42.21227188080852,40.24,-0.2148233398380769,3.5905690755841455,3.6004355335603946,3.5955023045722703,3.4111569593943285,3.779847649750212,3.6483598409542743,-1.4488027137196677
2025-07,2025-08,2025-06,146.88765156401615,149.07438333494343,147.9810174494798,140.3938684420054,155.56816645695417,147.51,0.3193122157682886,40.9944033049076,41.847335766935586,41.4208695359216,39.29717614196664,43.544562929876555,40.86,1.3726616150797777,3.5100837095601913,3.6364569628239267,3.573270336192059,3.390064848407568,3.75647582397655,3.610132158590308,-1.0210657333011035
2025-08,2025-09,2025-07,147.0065476272638,148.21332556896587,147.60993659811484,140.0418133127341,155.1780598834956,147.95,-0.229850220942985,41.4699709527012,41.764369738083836,41.61717034539252,39.48341239371649,43.750928297068555,41.35,0.6461193358948532,3.519903414062834,3.5739915453042244,3.546947479683529,3.365091593611979,3.728803365755079,3.5779927448609428,-0.867672669879048
2025-09,2025-10,2025-08,147.11692010941962,148.3913003674572,147.75411023843841,140.17859501244973,155.3296254644271,151.09,-2.207882561097087,41.82695720893567,42.044429672876866,41.93569344090626,39.78560446090216,44.08578242091037,41.85,0.20476329965653942,3.4990823101668975,3.5477431367098293,3.5234127234383634,3.3427634901224454,3.7040619567542814,3.610274790919952,-2.4059683129952276
2025-10,2025-11,2025-09,150.74653821737786,154.29662887318293,152.5215835452804,144.7016347359065,160.3415323546543,154.34,-1.1781887098092498,42.33768543849596,43.58889048433185,42.963287961413904,40.76051308371338,45.16606283911443,42.2,1.8087392450566384,3.4583706201827757,3.6444275891588336,3.5513991046708044,3.3693149789055017,3.733483230436107,3.6573459715639807,-2.89682375462747
